日時,"室内CO2濃度[ppm]","室内日射強度[kW m-2]","室内気温[C]","室内相対湿度[%]","積算日射[MJ]"
"2026/01/05 00:00:00",591,0,7.9,74,1.612
"2026/01/05 00:05:00",580,0,6.5,79,0
"2026/01/05 00:10:00",574,0,7.8,74,0
"2026/01/05 00:15:00",578,0,6.6,77,0
"2026/01/05 00:20:00",578,0,8.2,73,0
"2026/01/05 00:25:00",584,0,6.7,78,0
"2026/01/05 00:30:00",585,0,8.3,73,0
"2026/01/05 00:35:00",586,0,6.8,77,0
"2026/01/05 00:40:00",577,0,8,73,0
"2026/01/05 00:45:00",576,0,6.8,77,0
"2026/01/05 00:50:00",569,0,7,77,0
"2026/01/05 00:55:00",581,0,7.4,75,0
"2026/01/05 01:00:00",561,0,6.8,77,0
"2026/01/05 01:05:00",573,0,7.2,76,0
"2026/01/05 01:10:00",561,0,6.4,79,0
"2026/01/05 01:15:00",572,0,7.8,73,0
"2026/01/05 01:20:00",556,0,6.3,77,0
"2026/01/05 01:25:00",562,0,7.9,73,0
"2026/01/05 01:30:00",555,0,6.3,78,0
"2026/01/05 01:35:00",556,0,7.9,74,0
"2026/01/05 01:40:00",555,0,6.5,78,0
"2026/01/05 01:45:00",558,0,8,73,0
"2026/01/05 01:50:00",559,0,6.6,78,0
"2026/01/05 01:55:00",555,0,7.9,73,0
"2026/01/05 02:00:00",552,0,6.7,76,0
"2026/01/05 02:05:00",547,0,7.3,74,0
"2026/01/05 02:10:00",546,0,6.9,73,0
"2026/01/05 02:15:00",544,0,7.4,73,0
"2026/01/05 02:20:00",548,0,6.8,75,0
"2026/01/05 02:25:00",534,0,7.6,72,0
"2026/01/05 02:30:00",544,0,6.7,75,0
"2026/01/05 02:35:00",540,0,8,72,0
"2026/01/05 02:40:00",540,0,6.2,75,0
"2026/01/05 02:45:00",525,0,8.2,71,0
"2026/01/05 02:50:00",528,0,6.4,75,0
"2026/01/05 02:55:00",529,0,8,72,0
"2026/01/05 03:00:00",523,0,6.4,76,0
"2026/01/05 03:05:00",522,0,7.8,72,0
"2026/01/05 03:10:00",516,0,6.2,78,0
"2026/01/05 03:15:00",534,0,8.2,71,0
"2026/01/05 03:20:00",517,0,6.2,76,0
"2026/01/05 03:25:00",533,0,8,71,0
"2026/01/05 03:30:00",511,0,6,75,0
"2026/01/05 03:35:00",522,0,8,70,0
"2026/01/05 03:40:00",504,0,6.1,77,0
"2026/01/05 03:45:00",519,0,7.9,71,0
"2026/01/05 03:50:00",507,0,6,76,0
"2026/01/05 03:55:00",518,0,7.7,71,0
"2026/01/05 04:00:00",521,0,6.1,76,0
"2026/01/05 04:05:00",527,0,7.7,71,0
"2026/01/05 04:10:00",522,0,6.1,76,0
"2026/01/05 04:15:00",531,0,7.5,71,0
"2026/01/05 04:20:00",514,0,6,78,0
"2026/01/05 04:25:00",516,0,7.7,71,0
"2026/01/05 04:30:00",509,0,6.1,76,0
"2026/01/05 04:35:00",528,0,7.9,71,0
"2026/01/05 04:40:00",507,0,6.1,76,0
"2026/01/05 04:45:00",513,0,8.1,69,0
"2026/01/05 04:50:00",505,0,6.1,75,0
"2026/01/05 04:55:00",518,0,7.5,71,0
"2026/01/05 05:00:00",500,0,6.5,75,0
"2026/01/05 05:05:00",522,0,7,72,0
"2026/01/05 05:10:00",508,0,6.6,75,0
"2026/01/05 05:15:00",517,0,6.9,72,0
"2026/01/05 05:20:00",515,0,6.6,74,0
"2026/01/05 05:25:00",534,0,7,72,0
"2026/01/05 05:30:00",531,0,6.5,74,0
"2026/01/05 05:35:00",554,0,6.6,72,0
"2026/01/05 05:40:00",552,0,7.1,72,0
"2026/01/05 05:45:00",575,0,6.5,72,0
"2026/01/05 05:50:00",576,0,7.2,72,0
"2026/01/05 05:55:00",591,0,6.5,73,0
"2026/01/05 06:00:00",589,0,7.2,72,0
"2026/01/05 06:05:00",608,0,6.5,73,0
"2026/01/05 06:10:00",607,0,7.3,72,0
"2026/01/05 06:15:00",625,0,8.3,68,0
"2026/01/05 06:20:00",638,0,10.4,61,0
"2026/01/05 06:25:00",666,0,9.9,65,0
"2026/01/05 06:30:00",671,0,11,62,0
"2026/01/05 06:35:00",696,0,10.3,65,0
"2026/01/05 06:40:00",698,0,11.1,64,0
"2026/01/05 06:45:00",702,0,10.4,65,0
"2026/01/05 06:50:00",706,0,10.8,65,0
"2026/01/05 06:55:00",706,0,10.7,64,0
"2026/01/05 07:00:00",720,0,10.6,65,0.001
"2026/01/05 07:05:00",730,0,11.4,63,0.001
"2026/01/05 07:10:00",735,0,10.6,66,0.002
"2026/01/05 07:15:00",745,0,11.4,63,0.002
"2026/01/05 07:20:00",768,0,11,65,0.003
"2026/01/05 07:25:00",778,0,11.1,65,0.004
"2026/01/05 07:30:00",805,0,10.7,67,0.005
"2026/01/05 07:35:00",810,0,11.5,65,0.007
"2026/01/05 07:40:00",837,0.01,9.9,68,0.008
"2026/01/05 07:45:00",843,0.01,11.6,64,0.01
"2026/01/05 07:50:00",865,0.01,10.5,68,0.011
"2026/01/05 07:55:00",870,0.01,12,64,0.013
"2026/01/05 08:00:00",892,0.01,10.3,70,0.015
"2026/01/05 08:05:00",910,0.01,12.2,65,0.018
"2026/01/05 08:10:00",928,0.01,10.6,69,0.02
"2026/01/05 08:15:00",942,0.01,11.6,68,0.024
"2026/01/05 08:20:00",945,0.01,11.3,69,0.027
"2026/01/05 08:25:00",970,0.01,11.6,68,0.031
"2026/01/05 08:30:00",984,0.02,11.9,70,0.036
"2026/01/05 08:35:00",984,0.02,12,70,0.041
"2026/01/05 08:40:00",1003,0.03,11.9,71,0.05
"2026/01/05 08:45:00",1014,0.03,12.8,70,0.06
"2026/01/05 08:50:00",1016,0.03,13.5,70,0.07
"2026/01/05 08:55:00",1017,0.03,13.5,72,0.078
"2026/01/05 09:00:00",1026,0.03,14,73,0.089
"2026/01/05 09:05:00",1036,0.04,14.6,73,0.099
"2026/01/05 09:10:00",1048,0.1,15.3,71,0.122
"2026/01/05 09:15:00",1060,0.09,16,72,0.152
"2026/01/05 09:20:00",1048,0.07,17.1,70,0.177
"2026/01/05 09:25:00",1043,0.06,18.1,70,0.196
"2026/01/05 09:30:00",1035,0.06,19.6,69,0.213
"2026/01/05 09:35:00",1021,0.06,20.8,68,0.23
"2026/01/05 09:40:00",1024,0.06,21.4,69,0.247
"2026/01/05 09:45:00",1010,0.05,21.7,70,0.264
"2026/01/05 09:50:00",998,0.04,21.1,72,0.277
"2026/01/05 09:55:00",973,0.05,20.7,74,0.291
"2026/01/05 10:00:00",957,0.04,20.2,75,0.304
"2026/01/05 10:05:00",950,0.04,20,76,0.317
"2026/01/05 10:10:00",928,0.04,19.8,76,0.33
"2026/01/05 10:15:00",931,0.05,19.9,76,0.344
"2026/01/05 10:20:00",917,0.05,20.8,75,0.363
"2026/01/05 10:25:00",919,0.06,21,74,0.379
"2026/01/05 10:30:00",906,0.07,22.1,73,0.397
"2026/01/05 10:35:00",822,0.06,21.3,68,0.413
"2026/01/05 10:40:00",666,0.05,22,64,0.429
"2026/01/05 10:45:00",589,0.04,22.1,65,0.442
"2026/01/05 10:50:00",550,0.04,22.5,67,0.455
"2026/01/05 10:55:00",529,0.04,23.5,67,0.467
"2026/01/05 11:00:00",501,0.04,23.4,65,0.479
"2026/01/05 11:05:00",442,0.04,21.9,61,0.491
