日時,"室内CO2濃度[ppm]","室内日射強度[kW m-2]","室内気温[C]","室内相対湿度[%]","積算日射[MJ]"
"2026/02/02 00:00:00",433,0,6.6,75,2.308
"2026/02/02 00:05:00",446,0,7.9,71,0
"2026/02/02 00:10:00",428,0,6.5,75,0
"2026/02/02 00:15:00",433,0,7.9,71,0
"2026/02/02 00:20:00",438,0,6.8,73,0
"2026/02/02 00:25:00",443,0,8.2,69,0
"2026/02/02 00:30:00",440,0,6.9,72,0
"2026/02/02 00:35:00",440,0,7.9,70,0
"2026/02/02 00:40:00",443,0,7.1,72,0
"2026/02/02 00:45:00",444,0,8,71,0
"2026/02/02 00:50:00",453,0,7.1,71,0
"2026/02/02 00:55:00",446,0,7.6,71,0
"2026/02/02 01:00:00",454,0,7.1,72,0
"2026/02/02 01:05:00",448,0,6.8,73,0
"2026/02/02 01:10:00",455,0,7.4,70,0
"2026/02/02 01:15:00",446,0,6.5,73,0
"2026/02/02 01:20:00",464,0,7.5,69,0
"2026/02/02 01:25:00",449,0,6.5,74,0
"2026/02/02 01:30:00",456,0,7.5,70,0
"2026/02/02 01:35:00",436,0,6.5,74,0
"2026/02/02 01:40:00",447,0,7.4,70,0
"2026/02/02 01:45:00",431,0,6.5,74,0
"2026/02/02 01:50:00",449,0,7.6,70,0
"2026/02/02 01:55:00",435,0,6.6,73,0
"2026/02/02 02:00:00",453,0,7.5,69,0
"2026/02/02 02:05:00",449,0,7,72,0
"2026/02/02 02:10:00",461,0,7.5,70,0
"2026/02/02 02:15:00",438,0,6.3,75,0
"2026/02/02 02:20:00",452,0,7.8,70,0
"2026/02/02 02:25:00",440,0,6.6,74,0
"2026/02/02 02:30:00",447,0,8.3,69,0
"2026/02/02 02:35:00",442,0,6.9,74,0
"2026/02/02 02:40:00",451,0,8,70,0
"2026/02/02 02:45:00",448,0,7.7,69,0
"2026/02/02 02:50:00",430,0,7.1,73,0
"2026/02/02 02:55:00",444,0,7.7,70,0
"2026/02/02 03:00:00",424,0,6.8,74,0
"2026/02/02 03:05:00",435,0,7.8,70,0
"2026/02/02 03:10:00",422,0,6.6,74,0
"2026/02/02 03:15:00",454,0,7.8,70,0
"2026/02/02 03:20:00",433,0,6.8,73,0
"2026/02/02 03:25:00",451,0,7.8,69,0
"2026/02/02 03:30:00",436,0,6.6,75,0
"2026/02/02 03:35:00",453,0,8.3,69,0
"2026/02/02 03:40:00",430,0,6.5,73,0
"2026/02/02 03:45:00",449,0,8.2,69,0
"2026/02/02 03:50:00",436,0,6.6,73,0
"2026/02/02 03:55:00",446,0,8.1,69,0
"2026/02/02 04:00:00",428,0,6.5,73,0
"2026/02/02 04:05:00",435,0,8.5,68,0
"2026/02/02 04:10:00",433,0,6.8,73,0
"2026/02/02 04:15:00",431,0,7.6,72,0
"2026/02/02 04:20:00",431,0,7,72,0
"2026/02/02 04:25:00",433,0,8.1,70,0
"2026/02/02 04:30:00",440,0,7.1,73,0
"2026/02/02 04:35:00",431,0,7.4,73,0
"2026/02/02 04:40:00",443,0,7.2,72,0
"2026/02/02 04:45:00",421,0,7.3,73,0
"2026/02/02 04:50:00",431,0,7.7,70,0
"2026/02/02 04:55:00",415,0,6.7,73,0
